participant,role,player,club,costo,credits_residui
OLD LIN,P,Lezzerini,Fio,1.0,2.0
QICello,P,Meret,Nap,46.0,0.0
OLD LIN,P,De Gea,Fio,40.0,2.0
QICello,P,Milinkovic-Savic V.,Nap,16.0,0.0
OLD LIN,P,Christensen O.,Fio,1.0,2.0
QICello,P,Contini,Nap,1.0,0.0
OLD LIN,D,Luperto,Cre,9.0,2.0
QICello,D,Di Lorenzo,Nap,12.0,0.0
OLD LIN,D,Zappa,Cag,6.0,2.0
QICello,D,Gabbia,Mil,7.0,0.0
OLD LIN,D,Gallo,Lec,6.0,2.0
QICello,D,Miranda J.,Bol,10.0,0.0
OLD LIN,D,Ismajli,Tor,7.0,2.0
QICello,D,Pavlovic,Mil,12.0,0.0
OLD LIN,D,Baschirotto,Cre,20.0,2.0
QICello,D,Gutierrez,Nap,21.0,0.0
OLD LIN,D,Circati,Par,5.0,2.0
QICello,D,De Winter,Mil,4.0,0.0
OLD LIN,D,Delprato,Par,9.0,2.0
QICello,D,Bisseck,Int,9.0,0.0
OLD LIN,D,Heggem,Bol,5.0,2.0
QICello,D,Rensch,Rom,4.0,0.0
OLD LIN,C,Barella,Int,40.0,2.0
QICello,C,Zielinski,Int,14.0,0.0
OLD LIN,C,Pasalic,Ata,17.0,2.0
QICello,C,Frattesi,Int,25.0,0.0
OLD LIN,C,Gaetano,Cag,14.0,2.0
QICello,C,McTominay,Nap,81.0,0.0
OLD LIN,C,Strefezza,Par,10.0,2.0
QICello,C,Vlasic,Tor,14.0,0.0
OLD LIN,C,Brescianini,Fio,7.0,2.0
QICello,C,Perrone,Com,14.0,0.0
OLD LIN,C,McKennie,Juv,10.0,2.0
QICello,C,Diouf,Int,2.0,0.0
OLD LIN,C,Konè M.,Rom,27.0,2.0
QICello,C,Isaksen,Laz,13.0,0.0
OLD LIN,C,Ellertsson,Gen,6.0,2.0
QICello,C,Vergara,Nap,9.0,0.0
OLD LIN,A,Berardi,Sas,47.0,2.0
QICello,A,Boga,Juv,8.0,0.0
OLD LIN,A,Zapata D.,Tor,6.0,2.0
QICello,A,Piccoli,Fio,7.0,0.0
OLD LIN,A,Martinez L.,Int,92.0,2.0
QICello,A,Yildiz,Juv,75.0,0.0
OLD LIN,A,Krstovic,Ata,15.0,2.0
QICello,A,Adams C.,Tor,14.0,0.0
OLD LIN,A,Cheddira,Lec,7.0,2.0
QICello,A,Kilicsoy,Cag,8.0,0.0
OLD LIN,A,Castro S.,Bol,35.0,2.0
QICello,A,Bowie,Ver,6.0,0.0
Team hanqi,P,Falcone,Lec,17.0,0.0
Darth Vader,P,Perin,Juv,1.0,0.0
Team hanqi,P,Silvestri,Cre,1.0,0.0
Darth Vader,P,Pinsoglio,Juv,1.0,0.0
Team hanqi,P,Fruchtl,Lec,1.0,0.0
Darth Vader,P,Di Gregorio,Juv,44.0,0.0
Team hanqi,D,Luperto,Cre,9.0,0.0
Darth Vader,D,Buongiorno,Nap,27.0,0.0
Team hanqi,D,Diego Carlos,Com,9.0,0.0
Darth Vader,D,Bremer,Juv,34.0,0.0
Team hanqi,D,Rrahmani,Nap,20.0,0.0
Darth Vader,D,Gallo,Lec,6.0,0.0
Team hanqi,D,Mazzocchi,Nap,1.0,0.0
Darth Vader,D,Celik,Rom,17.0,0.0
Team hanqi,D,Holm,Juv,12.0,0.0
Darth Vader,D,Gutierrez,Nap,6.0,0.0
Team hanqi,D,Beukema,Nap,7.0,0.0
Darth Vader,D,Vasquez,Gen,15.0,0.0
Team hanqi,D,Bartesaghi,Mil,12.0,0.0
Darth Vader,D,Baschirotto,Cre,11.0,0.0
Team hanqi,D,Ziolkowski,Rom,3.0,0.0
Darth Vader,D,Bozhinov,Pis,1.0,0.0
Team hanqi,C,Orsolini,Bol,78.0,0.0
Darth Vader,C,Zielinski,Int,4.0,0.0
Team hanqi,C,Strefezza,Par,19.0,0.0
Darth Vader,C,Calhanoglu,Int,31.0,0.0
Team hanqi,C,Luis Henrique,Int,6.0,0.0
Darth Vader,C,Strefezza,Par,20.0,0.0
Team hanqi,C,El Aynaoui,Rom,18.0,0.0
Darth Vader,C,Saelemaekers,Mil,31.0,0.0
Team hanqi,C,Diouf,Int,1.0,0.0
Darth Vader,C,Ederson D.S.,Ata,24.0,0.0
Team hanqi,C,Prati,Tor,6.0,0.0
Darth Vader,C,Perrone,Com,14.0,0.0
Team hanqi,C,Paz N.,Com,85.0,0.0
Darth Vader,C,Oristanio,Par,16.0,0.0
Team hanqi,C,Baturina,Com,30.0,0.0
Darth Vader,C,Conceicao,Juv,33.0,0.0
Team hanqi,A,Fullkrug,Mil,13.0,0.0
Darth Vader,A,Berardi,Sas,52.0,0.0
Team hanqi,A,Raspadori,Ata,38.0,0.0
Darth Vader,A,Fullkrug,Mil,14.0,0.0
Team hanqi,A,Okereke,Cre,1.0,0.0
Darth Vader,A,Yildiz,Juv,74.0,0.0
Team hanqi,A,Solomon,Fio,7.0,0.0
Darth Vader,A,Castro S.,Bol,41.0,0.0
Team hanqi,A,Gueye,Udi,2.0,0.0
Darth Vader,A,Kilicsoy,Cag,14.0,0.0
Team hanqi,A,Durosinmi,Pis,15.0,0.0
Darth Vader,A,Bowie,Ver,6.0,0.0
Romina&Romolo,P,Terracciano,Mil,1.0,0.0
Ass Ass In FC,P,Terracciano,Mil,1.0,3.0
Romina&Romolo,P,Maignan,Mil,31.0,0.0
Ass Ass In FC,P,Maignan,Mil,30.0,3.0
Romina&Romolo,P,Caprile,Cag,11.0,0.0
Ass Ass In FC,P,Torriani,Mil,1.0,3.0
Romina&Romolo,D,Gosens,Fio,33.0,0.0
Ass Ass In FC,D,Gosens,Fio,37.0,3.0
Romina&Romolo,D,Martin,Gen,21.0,0.0
Ass Ass In FC,D,Buongiorno,Nap,36.0,3.0
Romina&Romolo,D,Rrahmani,Nap,16.0,0.0
Ass Ass In FC,D,Tomori,Mil,21.0,3.0
Romina&Romolo,D,Tomori,Mil,8.0,0.0
Ass Ass In FC,D,Lucumì,Bol,6.0,3.0
Romina&Romolo,D,Muharemovic,Sas,11.0,0.0
Ass Ass In FC,D,Comuzzo,Fio,8.0,3.0
Romina&Romolo,D,Bernasconi,Ata,8.0,0.0
Ass Ass In FC,D,Bartesaghi,Mil,3.0,3.0
Romina&Romolo,D,Belghali,Ver,12.0,0.0
Ass Ass In FC,D,Ghilardi,Rom,4.0,3.0
Romina&Romolo,D,Ziolkowski,Rom,3.0,0.0
Ass Ass In FC,D,Ziolkowski,Rom,3.0,3.0
Romina&Romolo,C,Cataldi,Laz,14.0,0.0
Ass Ass In FC,C,Barella,Int,31.0,3.0
Romina&Romolo,C,Odgaard,Bol,26.0,0.0
Ass Ass In FC,C,Pasalic,Ata,27.0,3.0
Romina&Romolo,C,Saelemaekers,Mil,30.0,0.0
Ass Ass In FC,C,Zambo Anguissa,Nap,33.0,3.0
Romina&Romolo,C,Thorstvedt,Sas,7.0,0.0
Ass Ass In FC,C,Malinovskyi,Gen,10.0,3.0
Romina&Romolo,C,Konè I.,Sas,17.0,0.0
Ass Ass In FC,C,Volpato,Sas,6.0,3.0
Romina&Romolo,C,Baturina,Com,19.0,0.0
Ass Ass In FC,C,Prati,Tor,4.0,3.0
Romina&Romolo,C,Gandelman,Lec,6.0,0.0
Ass Ass In FC,C,Venturino,Rom,2.0,3.0
Romina&Romolo,C,Santos A.,Nap,9.0,0.0
Ass Ass In FC,C,Santos A.,Nap,7.0,3.0
Romina&Romolo,A,David,Juv,64.0,0.0
Ass Ass In FC,A,Dybala,Rom,71.0,3.0
Romina&Romolo,A,Diao,Com,8.0,0.0
Ass Ass In FC,A,Zapata D.,Tor,35.0,3.0
Romina&Romolo,A,Pellegrino M.,Par,27.0,0.0
Ass Ass In FC,A,Simeone,Tor,8.0,3.0
Romina&Romolo,A,Giovane,Nap,3.0,0.0
Ass Ass In FC,A,Leao,Mil,88.0,3.0
Romina&Romolo,A,Ratkov,Laz,23.0,0.0
Ass Ass In FC,A,Davis K.,Udi,24.0,3.0
Romina&Romolo,A,Durosinmi,Pis,23.0,0.0
Ass Ass In FC,A,Addai,Com,11.0,3.0
DTE,P,Di Gennaro,Int,1.0,0.0
Team PC,P,Skorupski,Bol,13.0,1.0
DTE,P,Sommer,Int,43.0,0.0
Team PC,P,Ravaglia F.,Bol,3.0,1.0
DTE,P,Martinez Jo.,Int,3.0,0.0
Team PC,P,Pessina Mas.,Bol,1.0,1.0
DTE,D,Diego Carlos,Com,8.0,0.0
Team PC,D,Acerbi,Int,15.0,1.0
DTE,D,Terracciano F.,Cre,5.0,0.0
Team PC,D,Zappacosta,Ata,8.0,1.0
DTE,D,Bartesaghi,Mil,17.0,0.0
Team PC,D,N'Dicka,Rom,30.0,1.0
DTE,D,Valle,Com,9.0,0.0
Team PC,D,Zortea,Bol,19.0,1.0
DTE,D,Ramon,Com,7.0,0.0
Team PC,D,Bellanova,Ata,26.0,1.0
DTE,D,Kempf,Com,13.0,0.0
Team PC,D,Cambiaso,Juv,23.0,1.0
DTE,D,Solet,Udi,13.0,0.0
Team PC,D,Kamara H.,Udi,5.0,1.0
DTE,D,Otoa,Gen,3.0,0.0
Team PC,D,Doig,Sas,6.0,1.0
DTE,C,Lobotka,Nap,9.0,0.0
Team PC,C,Zaccagni,Laz,59.0,1.0
DTE,C,Frendrup,Gen,9.0,0.0
Team PC,C,Elmas,Nap,6.0,1.0
DTE,C,Pisilli,Rom,3.0,0.0
Team PC,C,Coulibaly L.,Lec,13.0,1.0
DTE,C,Bernabè,Par,14.0,0.0
Team PC,C,Koopmeiners,Juv,20.0,1.0
DTE,C,Paz N.,Com,87.0,0.0
Team PC,C,Ederson D.S.,Ata,15.0,1.0
DTE,C,Atta,Udi,9.0,0.0
Team PC,C,Conceicao,Juv,25.0,1.0
DTE,C,Miller L.,Udi,3.0,0.0
Team PC,C,Sucic P.,Int,27.0,1.0
DTE,C,Ngom,Lec,1.0,0.0
Team PC,C,Tourè I.,Pis,9.0,1.0
DTE,A,Morata,Com,34.0,0.0
Team PC,A,Pinamonti,Sas,31.0,1.0
DTE,A,Leao,Mil,73.0,0.0
Team PC,A,Vlahovic,Juv,67.0,1.0
DTE,A,Nkunku,Mil,49.0,0.0
Team PC,A,Esposito Se.,Cag,14.0,1.0
DTE,A,Ferguson E.,Rom,73.0,0.0
Team PC,A,De Ketelaere,Ata,33.0,1.0
DTE,A,Douvikas,Com,26.0,0.0
Team PC,A,Laurientè,Sas,14.0,1.0
DTE,A,Arena A.,Rom,1.0,0.0
Team PC,A,Vaz,Rom,10.0,1.0
Romazda,P,Skorupski,Bol,12.0,0.0
Winning Moment,P,Leali,Gen,9.0,0.0
Romazda,P,Paleari,Tor,9.0,0.0
Winning Moment,P,Silvestri,Cre,2.0,0.0
Romazda,P,Bijlow,Gen,9.0,0.0
Winning Moment,P,Caprile,Cag,8.0,0.0
Romazda,D,Zappacosta,Ata,8.0,0.0
Winning Moment,D,Sabelli,Gen,4.0,0.0
Romazda,D,Martin,Gen,16.0,0.0
Winning Moment,D,Spinazzola,Nap,16.0,0.0
Romazda,D,Akanji,Int,11.0,0.0
Winning Moment,D,Bastoni,Int,45.0,0.0
Romazda,D,Dumfries,Int,41.0,0.0
Winning Moment,D,Mancini,Rom,24.0,0.0
Romazda,D,Cambiaso,Juv,32.0,0.0
Winning Moment,D,Tomori,Mil,11.0,0.0
Romazda,D,Carlos Augusto,Int,11.0,0.0
Winning Moment,D,Kalulu,Juv,15.0,0.0
Romazda,D,Muharemovic,Sas,8.0,0.0
Winning Moment,D,Pongracic,Fio,5.0,0.0
Romazda,D,Raterink,Cag,1.0,0.0
Winning Moment,D,Kempf,Com,11.0,0.0
Romazda,C,Pellegrini Lo.,Rom,15.0,0.0
Winning Moment,C,Barella,Int,34.0,0.0
Romazda,C,Zaccagni,Laz,45.0,0.0
Winning Moment,C,Mandragora,Fio,15.0,0.0
Romazda,C,Maldini,Laz,3.0,0.0
Winning Moment,C,Pasalic,Ata,30.0,0.0
Romazda,C,Vlasic,Tor,18.0,0.0
Winning Moment,C,Matic,Sas,4.0,0.0
Romazda,C,Ederson D.S.,Ata,9.0,0.0
Winning Moment,C,Zambo Anguissa,Nap,41.0,0.0
Romazda,C,Gudmundsson A.,Fio,57.0,0.0
Winning Moment,C,Nicolussi Caviglia,Par,9.0,0.0
Romazda,C,Thorstvedt,Sas,7.0,0.0
Winning Moment,C,McKennie,Juv,9.0,0.0
Romazda,C,Santos A.,Nap,7.0,0.0
Winning Moment,C,Sucic P.,Int,15.0,0.0
Romazda,A,Piccoli,Fio,7.0,0.0
Winning Moment,A,Bonazzoli,Cre,7.0,0.0
Romazda,A,Ferguson E.,Rom,66.0,0.0
Winning Moment,A,Nkunku,Mil,83.0,0.0
Romazda,A,Yildiz,Juv,58.0,0.0
Winning Moment,A,Soulè,Rom,71.0,0.0
Romazda,A,Krstovic,Ata,23.0,0.0
Winning Moment,A,Benedyczak,Par,1.0,0.0
Romazda,A,Ratkov,Laz,15.0,0.0
Winning Moment,A,Bonny,Int,11.0,0.0
Romazda,A,Kulenovic,Tor,5.0,0.0
Winning Moment,A,Arena A.,Rom,1.0,0.0
Sir Crocodile,P,Leali,Gen,10.0,1.0
Team Hair flick,P,Butez,Com,11.0,0.0
Sir Crocodile,P,Gollini,Rom,1.0,1.0
Team Hair flick,P,Cavlina,Com,1.0,0.0
Sir Crocodile,P,Svilar,Rom,56.0,1.0
Team Hair flick,P,Tornqvist,Com,1.0,0.0
Sir Crocodile,D,Bastoni,Int,35.0,1.0
Team Hair flick,D,Diego Carlos,Com,8.0,0.0
Sir Crocodile,D,Ranieri L.,Fio,8.0,1.0
Team Hair flick,D,Vojvoda,Com,8.0,0.0
Sir Crocodile,D,Zortea,Bol,17.0,1.0
Team Hair flick,D,Gutierrez,Nap,6.0,0.0
Sir Crocodile,D,Bellanova,Ata,28.0,1.0
Team Hair flick,D,Scalvini,Ata,12.0,0.0
Sir Crocodile,D,Terracciano F.,Cre,5.0,1.0
Team Hair flick,D,Gatti,Juv,5.0,0.0
Sir Crocodile,D,Dodò,Fio,24.0,1.0
Team Hair flick,D,Bisseck,Int,10.0,0.0
Sir Crocodile,D,Kristensen T.,Udi,8.0,1.0
Team Hair flick,D,Kelly L.,Juv,10.0,0.0
Sir Crocodile,D,Solet,Udi,21.0,1.0
Team Hair flick,D,Rensch,Rom,5.0,0.0
Sir Crocodile,C,Cristante,Rom,12.0,1.0
Team Hair flick,C,Bernardeschi,Bol,5.0,0.0
Sir Crocodile,C,Mandragora,Fio,17.0,1.0
Team Hair flick,C,Freuler,Bol,7.0,0.0
Sir Crocodile,C,Frattesi,Int,26.0,1.0
Team Hair flick,C,Pulisic,Mil,81.0,0.0
Sir Crocodile,C,Gaetano,Cag,14.0,1.0
Team Hair flick,C,Odgaard,Bol,17.0,0.0
Sir Crocodile,C,Zalewski,Ata,29.0,1.0
Team Hair flick,C,Thuram K.,Juv,26.0,0.0
Sir Crocodile,C,Da Cunha,Com,15.0,1.0
Team Hair flick,C,Ekkelenkamp,Udi,16.0,0.0
Sir Crocodile,C,Thuram K.,Juv,20.0,1.0
Team Hair flick,C,Ondrejka,Par,10.0,0.0
Sir Crocodile,C,Pisilli,Rom,6.0,1.0
Team Hair flick,C,Bakola,Sas,3.0,0.0
Sir Crocodile,A,Pinamonti,Sas,29.0,1.0
Team Hair flick,A,Kean,Fio,92.0,0.0
Sir Crocodile,A,Vlahovic,Juv,15.0,1.0
Team Hair flick,A,Nkunku,Mil,52.0,0.0
Sir Crocodile,A,Esposito Se.,Cag,21.0,1.0
Team Hair flick,A,Ferguson E.,Rom,70.0,0.0
Sir Crocodile,A,Castro S.,Bol,45.0,1.0
Team Hair flick,A,Dallinga,Bol,8.0,0.0
Sir Crocodile,A,Rodriguez Je.,Com,21.0,1.0
Team Hair flick,A,Bonny,Int,11.0,0.0
Sir Crocodile,A,Kilicsoy,Cag,6.0,1.0
Team Hair flick,A,Pellegrino M.,Par,28.0,0.0
Hisashi Mitsui,P,Leali,Gen,12.0,3.0
Team ztotti,P,Sommer,Int,36.0,1.0
Hisashi Mitsui,P,Sommariva,Gen,1.0,3.0
Team ztotti,P,Caprile,Cag,8.0,1.0
Hisashi Mitsui,P,Bijlow,Gen,9.0,3.0
Team ztotti,P,Ciocci,Cag,1.0,1.0
Hisashi Mitsui,D,Bastoni,Int,43.0,3.0
Team ztotti,D,Juan Jesus,Nap,3.0,1.0
Hisashi Mitsui,D,Buongiorno,Nap,23.0,3.0
Team ztotti,D,Acerbi,Int,9.0,1.0
Hisashi Mitsui,D,Mina,Cag,8.0,3.0
Team ztotti,D,Miranda J.,Bol,20.0,1.0
Hisashi Mitsui,D,Angelino,Rom,22.0,3.0
Team ztotti,D,Hermoso,Rom,5.0,1.0
Hisashi Mitsui,D,Olivera,Nap,10.0,3.0
Team ztotti,D,Marianucci,Tor,3.0,1.0
Hisashi Mitsui,D,Dodò,Fio,26.0,3.0
Team ztotti,D,Palestra,Cag,6.0,1.0
Hisashi Mitsui,D,Coco,Tor,8.0,3.0
Team ztotti,D,Bernasconi,Ata,7.0,1.0
Hisashi Mitsui,D,Vitik,Bol,9.0,3.0
Team ztotti,D,Belghali,Ver,12.0,1.0
Hisashi Mitsui,C,Politano,Nap,26.0,3.0
Team ztotti,C,Politano,Nap,24.0,1.0
Hisashi Mitsui,C,Pulisic,Mil,95.0,3.0
Team ztotti,C,Konè M.,Rom,26.0,1.0
Hisashi Mitsui,C,Loftus-Cheek,Mil,14.0,3.0
Team ztotti,C,Berisha M.,Lec,15.0,1.0
Hisashi Mitsui,C,Zambo Anguissa,Nap,47.0,3.0
Team ztotti,C,Oristanio,Par,4.0,1.0
Hisashi Mitsui,C,Fagioli,Fio,8.0,3.0
Team ztotti,C,Bernabè,Par,16.0,1.0
Hisashi Mitsui,C,Thuram K.,Juv,18.0,3.0
Team ztotti,C,Konè I.,Sas,18.0,1.0
Hisashi Mitsui,C,Baldanzi,Gen,9.0,3.0
Team ztotti,C,Atta,Udi,10.0,1.0
Hisashi Mitsui,C,El Aynaoui,Rom,15.0,3.0
Team ztotti,C,Sucic P.,Int,30.0,1.0
Hisashi Mitsui,A,Simeone,Tor,8.0,3.0
Team ztotti,A,Martinez L.,Int,95.0,1.0
Hisashi Mitsui,A,Vardy,Cre,19.0,3.0
Team ztotti,A,Cambiaghi,Bol,13.0,1.0
Hisashi Mitsui,A,Colombo,Gen,8.0,3.0
Team ztotti,A,Colombo,Gen,11.0,1.0
Hisashi Mitsui,A,Borrelli,Cag,5.0,3.0
Team ztotti,A,Soulè,Rom,98.0,1.0
Hisashi Mitsui,A,Orban G.,Ver,15.0,3.0
Team ztotti,A,Diao,Com,7.0,1.0
Hisashi Mitsui,A,Addai,Com,13.0,3.0
Team ztotti,A,Isaac,Ver,2.0,1.0
Goodbye,P,Perin,Juv,1.0,0.0
ethananita,P,Terracciano,Mil,1.0,1.0
Goodbye,P,Pinsoglio,Juv,1.0,0.0
ethananita,P,Maignan,Mil,30.0,1.0
Goodbye,P,Di Gregorio,Juv,50.0,0.0
ethananita,P,Torriani,Mil,1.0,1.0
Goodbye,D,De Vrij,Int,3.0,0.0
ethananita,D,Marusic,Laz,10.0,1.0
Goodbye,D,Spinazzola,Nap,17.0,0.0
ethananita,D,Rrahmani,Nap,16.0,1.0
Goodbye,D,Mancini,Rom,30.0,0.0
ethananita,D,Estupinan,Mil,3.0,1.0
Goodbye,D,Bremer,Juv,47.0,0.0
ethananita,D,Dumfries,Int,42.0,1.0
Goodbye,D,Celik,Rom,14.0,0.0
ethananita,D,Cambiaso,Juv,25.0,1.0
Goodbye,D,Hermoso,Rom,12.0,0.0
ethananita,D,Dodò,Fio,20.0,1.0
Goodbye,D,Van Der Brempt,Com,4.0,0.0
ethananita,D,Bartesaghi,Mil,27.0,1.0
Goodbye,D,Floriani Mussolini,Cre,5.0,0.0
ethananita,D,Wesley,Rom,25.0,1.0
Goodbye,C,Cristante,Rom,40.0,0.0
ethananita,C,Politano,Nap,36.0,1.0
Goodbye,C,El Shaarawy,Rom,8.0,0.0
ethananita,C,Maldini,Laz,29.0,1.0
Goodbye,C,Locatelli,Juv,17.0,0.0
ethananita,C,Vlasic,Tor,15.0,1.0
Goodbye,C,Matic,Sas,11.0,0.0
ethananita,C,Miretti,Juv,8.0,1.0
Goodbye,C,Zalewski,Ata,25.0,0.0
ethananita,C,Zaragoza,Rom,30.0,1.0
Goodbye,C,Stengs,Pis,1.0,0.0
ethananita,C,Venturino,Rom,2.0,1.0
Goodbye,C,Adzic,Juv,1.0,0.0
ethananita,C,Bakola,Sas,3.0,1.0
Goodbye,C,Sala A.,Lec,1.0,0.0
ethananita,C,Baturina,Com,19.0,1.0
Goodbye,A,Pavoletti,Cag,1.0,0.0
ethananita,A,Zapata D.,Tor,6.0,1.0
Goodbye,A,Dybala,Rom,80.0,0.0
ethananita,A,Lukaku,Nap,15.0,1.0
Goodbye,A,Milik,Juv,1.0,0.0
ethananita,A,Davis K.,Udi,22.0,1.0
Goodbye,A,Lukaku,Nap,24.0,0.0
ethananita,A,Dia,Laz,6.0,1.0
Goodbye,A,Soulè,Rom,87.0,0.0
ethananita,A,Addai,Com,13.0,1.0
Goodbye,A,Openda,Juv,15.0,0.0
ethananita,A,Gueye,Udi,2.0,1.0
Ultrameng,P,Vigorito,Com,1.0,21.0
Team yangtuo,P,Gollini,Rom,1.0,0.0
Ultrameng,P,Butez,Com,11.0,21.0
Team yangtuo,P,Svilar,Rom,45.0,0.0
Ultrameng,P,Cavlina,Com,1.0,21.0
Team yangtuo,P,Zelezny,Rom,1.0,0.0
Ultrameng,D,Buongiorno,Nap,20.0,21.0
Team yangtuo,D,Zappacosta,Ata,8.0,0.0
Ultrameng,D,Mina,Cag,21.0,21.0
Team yangtuo,D,Lazaro,Tor,13.0,0.0
Ultrameng,D,N'Dicka,Rom,11.0,21.0
Team yangtuo,D,Zortea,Bol,29.0,0.0
Ultrameng,D,Celik,Rom,6.0,21.0
Team yangtuo,D,Celik,Rom,15.0,0.0
Ultrameng,D,Angelino,Rom,17.0,21.0
Team yangtuo,D,Garcia U.,Sas,3.0,0.0
Ultrameng,D,Kalulu,Juv,11.0,21.0
Team yangtuo,D,Frese,Ver,3.0,0.0
Ultrameng,D,Kossounou,Ata,8.0,21.0
Team yangtuo,D,Norton-Cuffy,Gen,4.0,0.0
Ultrameng,D,Ghilardi,Rom,10.0,21.0
Team yangtuo,D,Idrissi R.,Cag,10.0,0.0
Ultrameng,C,De Bruyne,Nap,101.0,21.0
Team yangtuo,C,Politano,Nap,26.0,0.0
Ultrameng,C,Sottil,Lec,10.0,21.0
Team yangtuo,C,Calhanoglu,Int,40.0,0.0
Ultrameng,C,Saelemaekers,Mil,31.0,21.0
Team yangtuo,C,Rabiot,Mil,39.0,0.0
Ultrameng,C,Ferguson,Bol,11.0,21.0
Team yangtuo,C,Strefezza,Par,15.0,0.0
Ultrameng,C,Neres,Nap,13.0,21.0
Team yangtuo,C,Thorstvedt,Sas,12.0,0.0
Ultrameng,C,Rowe,Bol,15.0,21.0
Team yangtuo,C,Lovric,Ver,3.0,0.0
Ultrameng,C,Conceicao,Juv,34.0,21.0
Team yangtuo,C,Fabbian,Fio,8.0,0.0
Ultrameng,C,Jashari,Mil,12.0,21.0
Team yangtuo,C,Gandelman,Lec,6.0,0.0
Ultrameng,A,Simeone,Tor,17.0,21.0
Team yangtuo,A,Pinamonti,Sas,34.0,0.0
Ultrameng,A,Lukaku,Nap,30.0,21.0
Team yangtuo,A,Hojlund,Nap,41.0,0.0
Ultrameng,A,Nkunku,Mil,45.0,21.0
Team yangtuo,A,Solomon,Fio,7.0,0.0
Ultrameng,A,Camarda,Lec,19.0,21.0
Team yangtuo,A,Adams C.,Tor,19.0,0.0
Ultrameng,A,Adams C.,Tor,13.0,21.0
Team yangtuo,A,Buksa,Udi,7.0,0.0
Ultrameng,A,Douvikas,Com,31.0,21.0
Team yangtuo,A,Bowie,Ver,6.0,0.0
RomanHoliday,P,Falcone,Lec,7.0,0.0
Fanta GPT,P,Meret,Nap,29.0,1.0
RomanHoliday,P,Provedel,Laz,12.0,0.0
Fanta GPT,P,Milinkovic-Savic V.,Nap,36.0,1.0
RomanHoliday,P,Zelezny,Rom,1.0,0.0
Fanta GPT,P,Contini,Nap,1.0,1.0
RomanHoliday,D,Darmian,Int,1.0,0.0
Fanta GPT,D,Luperto,Cre,10.0,1.0
RomanHoliday,D,Dumfries,Int,47.0,0.0
Fanta GPT,D,Zappacosta,Ata,13.0,1.0
RomanHoliday,D,Vasquez,Gen,11.0,0.0
Fanta GPT,D,Martin,Gen,14.0,1.0
RomanHoliday,D,Gatti,Juv,5.0,0.0
Fanta GPT,D,Hermoso,Rom,12.0,1.0
RomanHoliday,D,Carlos Augusto,Int,12.0,0.0
Fanta GPT,D,Gatti,Juv,10.0,1.0
RomanHoliday,D,Veiga D.,Lec,5.0,0.0
Fanta GPT,D,Gila,Laz,9.0,1.0
RomanHoliday,D,Smolcic I.,Com,4.0,0.0
Fanta GPT,D,Kelly L.,Juv,10.0,1.0
RomanHoliday,D,Wesley,Rom,27.0,0.0
Fanta GPT,D,Norton-Cuffy,Gen,4.0,1.0
RomanHoliday,C,Orsolini,Bol,85.0,0.0
Fanta GPT,C,Cristante,Rom,12.0,1.0
RomanHoliday,C,Calhanoglu,Int,36.0,0.0
Fanta GPT,C,Caqueret,Com,12.0,1.0
RomanHoliday,C,De Bruyne,Nap,86.0,0.0
Fanta GPT,C,Tramoni M.,Pis,9.0,1.0
RomanHoliday,C,Mkhitaryan,Int,12.0,0.0
Fanta GPT,C,Thuram K.,Juv,28.0,1.0
RomanHoliday,C,Luis Henrique,Int,6.0,0.0
Fanta GPT,C,Koopmeiners,Juv,18.0,1.0
RomanHoliday,C,Da Cunha,Com,11.0,0.0
Fanta GPT,C,Diouf,Int,3.0,1.0
RomanHoliday,C,Jashari,Mil,4.0,0.0
Fanta GPT,C,Bernabè,Par,14.0,1.0
RomanHoliday,C,Amorim,Gen,5.0,0.0
Fanta GPT,C,Santos A.,Nap,7.0,1.0
RomanHoliday,A,Bonazzoli,Cre,3.0,0.0
Fanta GPT,A,Esposito Se.,Cag,17.0,1.0
RomanHoliday,A,Fullkrug,Mil,17.0,0.0
Fanta GPT,A,Leao,Mil,85.0,1.0
RomanHoliday,A,Thuram,Int,98.0,0.0
Fanta GPT,A,Colombo,Gen,12.0,1.0
RomanHoliday,A,Davis K.,Udi,24.0,0.0
Fanta GPT,A,Openda,Juv,9.0,1.0
RomanHoliday,A,Bonny,Int,18.0,0.0
Fanta GPT,A,Solomon,Fio,7.0,1.0
RomanHoliday,A,Stulic,Lec,7.0,0.0
Fanta GPT,A,Krstovic,Ata,18.0,1.0
KKK,P,Falcone,Lec,7.0,0.0
xIaOyEzI,P,Sportiello,Ata,1.0,2.0
KKK,P,De Gea,Fio,27.0,0.0
xIaOyEzI,P,Rossi F.,Ata,1.0,2.0
KKK,P,Christensen O.,Fio,1.0,0.0
xIaOyEzI,P,Carnesecchi,Ata,40.0,2.0
KKK,D,Romagnoli,Laz,9.0,0.0
xIaOyEzI,D,Gosens,Fio,42.0,2.0
KKK,D,Djimsiti,Ata,6.0,0.0
xIaOyEzI,D,Lazaro,Tor,6.0,2.0
KKK,D,Bellanova,Ata,20.0,0.0
xIaOyEzI,D,Vojvoda,Com,18.0,2.0
KKK,D,Vojvoda,Com,19.0,0.0
xIaOyEzI,D,Parisi,Fio,6.0,2.0
KKK,D,Ostigard,Gen,11.0,0.0
xIaOyEzI,D,Scalvini,Ata,20.0,2.0
KKK,D,Palestra,Cag,4.0,0.0
xIaOyEzI,D,Coco,Tor,8.0,2.0
